semSort,id,level,card,semPath,businessTerm,dataType,bindingSort,syntaxID,businessTerm_en,desc,businessTerm_ja,desc_ja,synSort,xPath,occur,defaultValue
5620,JC57_9_JC1b_05,3,,/JC00/JC44_JC4f/JC57_9_JC1b/JC57_9_JC1b_05,文書レベル追加請求理由,Text,2580,IBT-104,Document level charge reason,"The reason for the document level charge	 expressed as text.",請求書レベルの追加請求の理由,請求書レベルの追加請求の理由をテキストで表現。,3220,/Invoice/ cac:AllowanceCharge[cbc:ChargeIndicator=true()]/ cbc:AllowanceChargeReason,0..1,
5630,JC57_9_JC1b_06,3,,/JC00/JC44_JC4f/JC57_9_JC1b/JC57_9_JC1b_06,文書レベル追加請求計算根拠金額,Amount,2560,IBT-100,Document level charge base amount,"The base amount that may be used	 in conjunction with the document level charge percentage	 to calculate the document level charge amount.",請求書レベルの追加請求金額の基準となる金額,請求書レベルの追加請求率を乗じて請求書レベルの追加請求金額を算出する際に使用される基準金額。,3260,/Invoice/ cac:AllowanceCharge[cbc:ChargeIndicator=true()]/ cbc:BaseAmount,0..1,
5660,JC57_9_JC1b_07,3,,/JC00/JC44_JC4f/JC57_9_JC1b/JC57_9_JC1b_07,文書レベル追加請求課税分類コード,Code,2600,IBT-102,Document level charge TAX category code,A coded identification of what TAX category applies to the document level charge.,請求書レベルの追加請求の課税分類コード,請求書レベルの追加請求に適用される課税分類コード。,3290,/Invoice/ cac:AllowanceCharge[cbc:ChargeIndicator=true()]/ cac:TaxCategory/ cbc:ID,1..1,
5670,JC57_9_JC1b_08,3,,/JC00/JC44_JC4f/JC57_9_JC1b/JC57_9_JC1b_08,文書レベル追加請求税率,Percentage,2610,IBT-103,Document level charge TAX rate,"The TAX rate	 represented as percentage that applies to the document level charge.",請求書レベルの追加請求の税率,請求書レベルの追加請求に適用される消費税率(パーセント)。,3300,/Invoice/ cac:AllowanceCharge[cbc:ChargeIndicator=true()]/ cac:TaxCategory/ cbc:Percent,0..1,
5672,,,,,,,2602,,,,,,3330,/Invoice/ cac:AllowanceCharge[cbc:ChargeIndicator=true()]/ cac:TaxCategory/ cac:TaxScheme,1..1,
5674,JC57_9_JC1b_09,4,,/JC00/JC44_JC4f/JC57_9_JC1b/JC57_9_JC1b_09,税スキーマ,Code,2605,IBT-102-1,Document level charge TAX category code Tax Scheme,,税スキーマ,,3340,/Invoice/ cac:AllowanceCharge[cbc:ChargeIndicator=true()]/ cac:TaxCategory/ cac:TaxScheme/ cbc:ID,1..1,VAT
5680,JC55_a_JC2d,2,n,/JC00/JC44_JC4f/JC55_a_JC2d,文書レベル税,,2800,IBG-23,TAX BREAKDOWN,"A group of business terms providing information about TAX breakdown by different categories	 rates and exemption reasons",税内訳情報,課税分類、消費税率、非課税/不課税理由毎の、消費税内訳に関する情報を提供するビジネス用語のグループ。,3380,/Invoice/ cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/ cbc:DocumentCurrencyCode]/ cac:TaxSubtotal,1..n,
5700,JC55_a_JC2d_01,3,,/JC00/JC44_JC4f/JC55_a_JC2d/JC55_a_JC2d_01,文書レベル課税分類税額,Amount,2820,IBT-117,TAX category tax amount,The total TAX amount for a given TAX category.,課税分類毎の消費税額,課税分類毎の消費税額合計。,3410,/Invoice/ cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/ cbc:DocumentCurrencyCode]/ cac:TaxSubtotal/ cbc:TaxAmount,1..1,
5710,JC55_a_JC2d_02,3,,/JC00/JC44_JC4f/JC55_a_JC2d/JC55_a_JC2d_02,文書レベル税タイプコード,Code,2835,IBT-118-1,Tax Scheme,,税スキーマ,,3455,/Invoice/ cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/ cbc:DocumentCurrencyCode]/ cac:TaxSubtotal/ cac:TaxCategory/ cac:TaxScheme/ cbc:ID,1..1,VAT
5720,JC55_a_JC2d_03,3,,/JC00/JC44_JC4f/JC55_a_JC2d/JC55_a_JC2d_03,文書レベル課税分類譲渡資産合計金額（税抜き）,Amount,2810,IBT-116,TAX category taxable amount,Sum of all taxable amounts subject to a specific TAX category code and TAX category rate (if the TAX category rate is applicable).,課税分類毎の課税基準額,課税分類/課税分類の消費税率毎の課税基準額の合計。,3390,/Invoice/ cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/ cbc:DocumentCurrencyCode]/ cac:TaxSubtotal/ cbc:TaxableAmount,1..1,
5725,,,,,,,2815,,Currency Code,,通貨コード,,3400,/Invoice/ cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/ cbc:DocumentCurrencyCode]/ cac:TaxSubtotal/ cbc:TaxableAmount/@currencyID,1..1,
5730,JC55_a_JC2d_04,3,,/JC00/JC44_JC4f/JC55_a_JC2d/JC55_a_JC2d_04,文書レベル課税分類コード,Code,2830,IBT-118,TAX category code,Coded identification of a TAX category.,課税分類コード,消費税の課税分類属性(標準税率、軽減税率など)を識別するためのコード。,3440,/Invoice/ cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/ cbc:DocumentCurrencyCode]/ cac:TaxSubtotal/ cac:TaxCategory/ cbc:ID,1..1,
5740,JC55_a_JC2d_05,3,,/JC00/JC44_JC4f/JC55_a_JC2d/JC55_a_JC2d_05,文書レベル課税分類税通貨コード,Code,2825,,Currency Code,,通貨コード,,3420,/Invoice/ cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/ cbc:DocumentCurrencyCode]/ cac:TaxSubtotal/ cbc:TaxAmount/@currencyID,1..1,
5760,JC55_a_JC2d_07,3,,/JC00/JC44_JC4f/JC55_a_JC2d/JC55_a_JC2d_07,文書レベル税率,Percentage,2840,IBT-119,TAX category rate,"The TAX rate	 represented as percentage that applies for the relevant TAX category.",課税分類毎の税率,課税分類毎の税額計算のための率。,3450,/Invoice/ cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/ cbc:DocumentCurrencyCode]/ cac:TaxSubtotal/ cac:TaxCategory/ cbc:Percent,0..1,
5800,JC55_b_JC2d,2,n,/JC00/JC44_JC4f/JC55_b_JC2d,文書レベル会計通貨税,,2760,IBG-38,TAX BREAKDOWN IN ACCOUNTING CURRENCY,"A group of business terms providing information about TAX breakdown by different categories	 rates and exemption reasons in the invoice accounting currency.",会計通貨での税内訳情報,請求書の会計通貨でのさまざまな課税分類、税率、および免税理由による消費税の内訳に関する情報を提供するビジネス用語のグループ。,3530,/Invoice/ cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/ cbc:TaxCurrencyCode]/ cac:TaxSubtotal,1..n,
5820,JC55_b_JC2d_01,3,,/JC00/JC44_JC4f/JC55_b_JC2d/JC55_b_JC2d_01,文書レベル会計通貨課税分類税額,Amount,2770,IBT-190,TAX category tax amount in accounting currency,The total TAX amount for a given TAX category in the invoice accounting currency.,会計通貨での課税分類毎の消費税額,課税分類での請求書消費税合計の会計通貨での金額。,3540,/Invoice/ cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/ cbc:TaxCurrencyCode]/ cac:TaxSubtotal/ cbc:TaxAmount,0..1,
5825,,,,,,,2772,,,,,,3550,/Invoice/ cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/ cbc:TaxCurrencyCode]/ cac:TaxSubtotal/ cbc:TaxAmount/@currencyID,1..1,
5835,,,,,,,2778,,,,,,3560,/Invoice/ cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/ cbc:TaxCurrencyCode]/ cac:TaxSubtotal/ cac:TaxCategory,1..1,
5840,JC55_b_JC2d_03,3,,/JC00/JC44_JC4f/JC55_b_JC2d/JC55_b_JC2d_03,文書レベル会計通貨課税分類コード,Code,2780,IBT-192,TAX category code for tax category tax amount in accounting currency,Coded identification of a TAX category in the invoice accounting currency.,会計通貨での課税分類コード, 請求書会計通貨での課税分類のコード化された識別子。,3570,/Invoice/ cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/ cbc:TaxCurrencyCode]/ cac:TaxSubtotal/ cac:TaxCategory/ cbc:ID,1..1,
5845,JC55_b_JC2d_07,4,,/JC00/JC44_JC4f/JC55_b_JC2d/JC55_b_JC2d_07,税スキーマ,Code,2785,IBT-192-1,Tax Scheme,,税スキーマ,,3585,/Invoice/ cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/ cbc:TaxCurrencyCode]/ cac:TaxSubtotal/ cac:TaxCategory/ cac:TaxScheme/ cbc:ID,1..1,VAT
5860,JC55_b_JC2d_05,3,,/JC00/JC44_JC4f/JC55_b_JC2d/JC55_b_JC2d_05,文書レベル会計通貨税率,Percentage,2790,IBT-193,TAX category rate for tax category tax amount in accounting currency,"The TAX rate	 represented as percentage that applies for the relevant TAX category in the invoice accounting currency.",会計通貨での課税分類毎の税率,会計通貨での該当する課税分類に適用されるパーセンテージとして表した税率。,3580,/Invoice/ cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/ cbc:TaxCurrencyCode]/ cac:TaxSubtotal/ cac:TaxCategory/ cbc:Percent,0..1,
5880,JC56_JC14,2,1,/JC00/JC44_JC4f/JC56_JC14,文書レベル取引期間,,2020,IBG-14,INVOICING PERIOD,A group of business terms providing information on the invoice period.,請求期間,請求期間に関わる情報を提供するビジネス用語のグループ。,1140,/Invoice/ cac:InvoicePeriod,0..1,
5900,JC56_JC14_01,3,,/JC00/JC44_JC4f/JC56_JC14/JC56_JC14_01,文書レベル取引開始日,Date,2030,IBT-073,Invoicing period start date,The date when the Invoice period starts.,請求期間開始日,請求期間開始日。,1150,/Invoice/ cac:InvoicePeriod/ cbc:StartDate,0..1,
5910,JC56_JC14_02,3,,/JC00/JC44_JC4f/JC56_JC14/JC56_JC14_02,文書レベル取引終了日,Date,2040,IBT-074,Invoicing period end date,The date when the Invoice period ends.,請求期間終了日,請求期間終了日。,1160,/Invoice/ cac:InvoicePeriod/ cbc:EndDate,0..1,
5912,JC30_JC10_05,2,,/JC00/JC30_JC10/JC30_JC10_05,課税基準日コード,Code,1080,IBT-008,TAX point date code,The code of the date when the TAX becomes accountable for the Seller and for the Buyer.,課税基準日コード,売り手、買い手が税を記帳する日付が何であるかを示すコード。,1170,/Invoice/ cac:InvoicePeriod/ cbc:DescriptionCode,0..1,
5914,,,,,,,1128,,,,,,1180,/Invoice/ cac:OrderReference,0..1,
5920,JC58_c_JC5c,2,1,/JC00/JC44_JC4f/JC58_c_JC5c,文書レベル合計金額,,2640,IBG-22,DOCUMENT TOTALS,A group of business terms providing the monetary totals for the Invoice.,請求書総合計金額,請求書合計金額に係る情報を提供するビジネス用語のグループ。,3590,/Invoice/ cac:LegalMonetaryTotal,1..1,
5935,,,,,,,2565,,,,,,3270,/Invoice/ cac:AllowanceCharge[cbc:ChargeIndicator=true()]/ cbc:BaseAmount/@currencyID,1..1,
5940,JC58_c_JC5c_01,3,,/JC00/JC44_JC4f/JC58_c_JC5c/JC58_c_JC5c_01,文書レベル追加請求合計金額,Amount,2670,IBT-108,Sum of charges on document level,Sum of all charges on document level in the Invoice.,請求書レベルの追加請求の合計,請求書レベルの追加請求の合計。,3680,/Invoice/ cac:LegalMonetaryTotal/ cbc:ChargeTotalAmount,0..1,
5945,,,,,,,2675,,,,,,3690,/Invoice/ cac:LegalMonetaryTotal/ cbc:ChargeTotalAmount/@currencyID,1..1,
5950,JC58_c_JC5c_02,3,,/JC00/JC44_JC4f/JC58_c_JC5c/JC58_c_JC5c_02,文書レベル返金合計金額,Amount,2660,IBT-107,Sum of allowances on document level,Sum of all allowances on document level in the Invoice.,請求書レベルの返金の合計,請求書レベルの返金の合計。,3660,/Invoice/ cac:LegalMonetaryTotal/ cbc:AllowanceTotalAmount,0..1,
5955,,,,,,,2665,,,,,,3670,/Invoice/ cac:LegalMonetaryTotal/ cbc:AllowanceTotalAmount/@currencyID,1..1,
5960,JC58_c_JC5c_03,3,,/JC00/JC44_JC4f/JC58_c_JC5c/JC58_c_JC5c_03,文書レベル合計税額,Amount,2690,IBT-110,Invoice total TAX amount,The total TAX amount for the Invoice.,請求書消費税合計金額,請求書消費税合計金額。,3360,/Invoice/ cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/ cbc:DocumentCurrencyCode]/ cbc:TaxAmount,1..1,
5965,,,,,,,2695,,,,,,3370,/Invoice/ cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/ cbc:DocumentCurrencyCode]/ cbc:TaxAmount/@currencyID,1..1,
5970,JC58_c_JC5c_04,3,,/JC00/JC44_JC4f/JC58_c_JC5c/JC58_c_JC5c_04,文書レベルグロス合計金額（税抜き）,Amount,2650,IBT-106,Sum of Invoice line net amount,Sum of all Invoice line net amounts in the Invoice.,値引後請求書明細行金額の合計,値引後明細行金額の合計金額。,3600,/Invoice/ cac:LegalMonetaryTotal/ cbc:LineExtensionAmount,1..1,
5975,,,,,,,2655,,,,,,3610,/Invoice/ cac:LegalMonetaryTotal/ cbc:LineExtensionAmount/@currencyID,1..1,
5980,JC58_c_JC5c_05,3,,/JC00/JC44_JC4f/JC58_c_JC5c/JC58_c_JC5c_05,文書レベル譲渡資産合計金額(税抜き),Amount,2680,IBT-109,Invoice total amount without TAX,The total amount of the Invoice without TAX.,請求書合計金額(税抜き),請求書合計金額(税抜き)。,3620,/Invoice/ cac:LegalMonetaryTotal/ cbc:TaxExclusiveAmount,1..1,
5985,,,,,,,2685,,,,,,3630,/Invoice/ cac:LegalMonetaryTotal/ cbc:TaxExclusiveAmount/@currencyID,1..1,
5990,JC58_c_JC5c_06,3,,/JC00/JC44_JC4f/JC58_c_JC5c/JC58_c_JC5c_06,文書レベル譲渡資産合計金額(税込み),Amount,2700,IBT-112,Invoice total amount with TAX,The total amount of the Invoice with tax.,請求書合計金額(税込み),請求書合計金額(税込み)。,3640,/Invoice/ cac:LegalMonetaryTotal/ cbc:TaxInclusiveAmount,1..1,
5995,,,,,,,2702,,,,,,3650,/Invoice/ cac:LegalMonetaryTotal/ cbc:TaxInclusiveAmount/@currencyID,1..1,
6000,JC58_c_JC5c_07,3,,/JC00/JC44_JC4f/JC58_c_JC5c/JC58_c_JC5c_07,文書レベル総合計金額（税込み）,Amount,2730,IBT-115,Amount due for payment,The outstanding amount that is requested to be paid.,差引請求金額,買い手が支払を要求されている差引請求金額。,3740,/Invoice/ cac:LegalMonetaryTotal/ cbc:PayableAmount,1..1,
6005,,,,,,,2735,,,,,,3750,/Invoice/ cac:LegalMonetaryTotal/ cbc:PayableAmount/@currencyID,1..1,
6010,JC58_b_JC5c,2,1,/JC00/JC44_JC4f/JC58_b_JC5c,文書レベル会計通貨合計金額,,2740,IBG-37,DOCUMENT TOTALS IN TAX ACCOUNTING CURRENCY,A group of business terms providing the monetary totals for the Invoice in the tax accounting currency.,会計通貨での請求書総合計金額,請求書の合計金額を税務会計通貨で提供するビジネス用語のグループ。,3500,/Invoice/ cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/ cbc:TaxCurrencyCode],0..1,
6030,JC58_b_JC5c_01,3,,/JC00/JC44_JC4f/JC58_b_JC5c/JC58_b_JC5c_01,文書レベル会計通貨合計税額,Amount,2750,IBT-111,Invoice total TAX amount in tax accounting currency,The TAX total amount expressed in the accounting currency accepted or required in the country of the Seller.,会計通貨での請求書消費税合計金額,売り手の国で認められた、又は要求された会計通貨での消費税合計金額。,3510,/Invoice/ cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/ cbc:TaxCurrencyCode]/ cbc:TaxAmount,0..1,
6035,,,,,,,2745,,,,,,3520,/Invoice/ cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/ cbc:TaxCurrencyCode]/ cbc:TaxAmount/@currencyID,1..1,
6150,JC5a_JC13,2,n,/JC00/JC44_JC4f/JC5a_JC13,文書レベル対象物,,1175,,,,,,1325,/Invoice,0..n,
6165,,,,,,,1178,,,,,,1330,/Invoice/ cac:AdditionalDocumentReference[cbc:DocumentTypeCode='130'],0..n,
6170,JC5a_JC13_01,3,,/JC00/JC44_JC4f/JC5a_JC13/JC5a_JC13_01,対象物ID,Code,1180,IBT-018,Invoiced object identifier,"An identifier for an object on which the invoice is based	 given by the Seller.",請求するオブジェクトID,請求書の根拠となるIDで、売り手が指定。請求書の根拠となるオブジェクトのIDで、売り手が指定したもの。,1340,/Invoice/ cac:AdditionalDocumentReference[cbc:DocumentTypeCode='130']/ cbc:ID,0..1,
6210,JC5a_JC13_05,3,,/JC00/JC44_JC4f/JC5a_JC13/JC5a_JC13_05,文書タイプコード,Code,1190,IBT-018-1,The identification scheme identifier of the Invoiced object identifier.,"If it may be not clear for the receiver what scheme is used for the identifier	 a conditional scheme identifier should be used that shall be chosen from the UNTDID 1153 code list [6] entries.",請求するオブジェクトIDのスキーマID,受信者にとって、IDにどのスキーマが使用されているかが明確でない場合は、UNTDID1153コードリストから選択される条件付きスキーマIDを使用する必要がある。,1350,/Invoice/ cac:AdditionalDocumentReference[cbc:DocumentTypeCode='130']/ cbc:ID/@schemeID,0..1,
6230,JC5b_d_JC13,2,1,/JC00/JC44_JC4f/JC5b_d_JC13,文書レベル入札書,,1165,,,,,,1285,/Invoice,0..1,
6235,,,,,,,1168,,,,,,1290,/Invoice/ cac:OriginatorDocumentReference,0..1,
6250,JC5b_d_JC13_01,3,,/JC00/JC44_JC4f/JC5b_d_JC13/JC5b_d_JC13_01,入札書ID,Code,1170,IBT-017,Tender or lot reference,The identification of the call for tender or lot the invoice relates to.,入札又はロット参照,参照する入札またはロットの番号。,1300,/Invoice/ cac:OriginatorDocumentReference/ cbc:ID,0..1,
6330,JC5b_a_JC13,2,n,/JC00/JC44_JC4f/JC5b_a_JC13,文書レベル前回インボイス文書,,1300,IBG-03,PRECEDING INVOICE REFERENCE,A group of business terms providing information on one or more preceding Invoices.,先行請求書への参照,1つのあるいはそれ以上の先行請求書に関する情報を提供するビジネス用語のグループ。,1210,/Invoice/ cac:BillingReference,0..n,
6335,,,,,,,1308,,,,,,1220,/Invoice/ cac:BillingReference/ cac:InvoiceDocumentReference,1..1,
6350,JC5b_a_JC13_01,3,,/JC00/JC44_JC4f/JC5b_a_JC13/JC5b_a_JC13_01,前回インボイス文書ID,Code,1310,IBT-025,Preceding Invoice reference,The identification of an Invoice that was previously sent by the Seller.,先行請求書への参照,売り手が以前に送付した請求書番号。,1230,/Invoice/ cac:BillingReference/ cac:InvoiceDocumentReference/ cbc:ID,1..1,
6360,JC5b_a_JC13_02,3,,/JC00/JC44_JC4f/JC5b_a_JC13/JC5b_a_JC13_02,前回インボイス文書発行日,Date,1320,IBT-026,Preceding Invoice issue date,The date when the Preceding Invoice was issued.,先行請求書発行日,先行請求書の発行日。,1240,/Invoice/ cac:BillingReference/ cac:InvoiceDocumentReference/ cbc:IssueDate,0..1,
6430,JC61_JC19,2,1,/JC00/JC44_JC4f/JC61_JC19,文書レベル購買会計アカウント,,1198,,,,,,1115,/Invoice,0..1,
6460,JC61_JC19_02,3,,/JC00/JC44_JC4f/JC61_JC19/JC61_JC19_02,購買会計アカウント名,Text,1200,IBT-019,Buyer accounting reference,A textual value that specifies where to book the relevant data into the Buyer’s financial accounts.,買い手会計参照,買い手の財務勘定科目に関連データを記帳する場所を指定する。買い手のどの勘定に関連データを記帳すべきかを指定するためのテキスト値。,1120,/Invoice/ cbc:AccountingCost,0..1,
6470,JC6e_JC62,2,n,/JC00/JC44_JC4f/JC6e_JC62,明細行,,2940,IBG-25,INVOICE LINE,A group of business terms providing information on individual Invoice lines.,請求書明細行,請求書明細行に関する情報を提供するビジネス用語のグループ。,3760,/Invoice/ cac:InvoiceLine,1..n,
6490,JC6e_JC62_01,3,,/JC00/JC44_JC4f/JC6e_JC62/JC6e_JC62_01,明細行ID,Code,2950,IBT-126,Invoice line identifier,A unique identifier for the individual line within the Invoice.,請求書明細行ID,この請求書内で個々の明細行を一意に識別するためのID。,3770,/Invoice/ cac:InvoiceLine/ cbc:ID,1..1,
6510,JC7c_JC10,3,n,/JC00/JC44_JC4f/JC6e_JC62/JC7c_JC10,明細行注釈,,2958,,,,,,3775,/Invoice/ cac:InvoiceLine,0..n,
6540,JC7c_JC10_02,4,,/JC00/JC44_JC4f/JC6e_JC62/JC7c_JC10/JC7c_JC10_02,明細行注釈内容,Text,2960,IBT-127,Invoice line note,A textual note that gives unstructured information that is relevant to the Invoice line.,請求書明細行注釈,請求書明細行に関連する構造化されていない情報を提供するためのテキスト、注釈。,3780,/Invoice/ cac:InvoiceLine/ cbc:Note,0..1,
6630,JC68_JC13,3,1,/JC00/JC44_JC4f/JC6e_JC62/JC68_JC13,明細行注文書,,3045,,,,,,3895,/Invoice/ cac:InvoiceLine,0..1,
6650,JC68_JC13_01,4,,/JC00/JC44_JC4f/JC6e_JC62/JC68_JC13/JC68_JC13_01,明細行注文書ID,Code,3050,IBT-183,Purchase order reference,"An identifier for a referenced purchase order	 issued by the Buyer.",購買発注書参照,買い手が付番した発注番号を参照するためのID。,3900,/Invoice/ cac:InvoiceLine/ cac:OrderLineReference/ cac:OrderReference/ cbc:ID,0..1,
6660,JC68_JC13_02,4,,/JC00/JC44_JC4f/JC6e_JC62/JC68_JC13/JC68_JC13_02,明細行注文書明細行ID,Code,3060,IBT-132,Referenced purchase order line reference,"An identifier for a referenced line within a purchase order	 issued by the Buyer.",購買発注明細行参照,買い手が付番した発注書内の明細行を参照するためのID。,3880,/Invoice/ cac:InvoiceLine/ cac:OrderLineReference/ cbc:LineID,0..1,NA
6680,JC69_e_JC13,3,1,/JC00/JC44_JC4f/JC6e_JC62/JC69_e_JC13,明細行出荷案内書,,3065,,,,,,3935,/Invoice/ cac:InvoiceLine,0..1,
6700,JC69_e_JC13_01,4,,/JC00/JC44_JC4f/JC6e_JC62/JC69_e_JC13/JC69_e_JC13_01,明細行出荷案内書ID,Code,3070,ibt-184,Despatch advice reference,An identifier for a referenced despatch advice.,出荷案内書参照,この請求書が参照する出荷案内書を参照するためのID。,3940,/Invoice/ cac:InvoiceLine/ cac:DespatchLineReference/ cac:DocumentReference/ cbc:ID,0..1,
6770,JC69_JC13,3,n,/JC00/JC44_JC4f/JC6e_JC62/JC69_JC13,明細行参照文書,,2970,ibg-36,LINE DOCUMENT REFERENCE,"An identifier for an object on which the invoice line is based	 given by the Seller.",明細行文書参照,売り手によって指定された、請求書の明細行の請求の根拠となっているオブジェクトの識別子。,3950,/Invoice/ cac:InvoiceLine/ cac:DocumentReference[not(cbc:DocumentTypeCode='130')],0..1,
6790,JC69_JC13_01,4,,/JC00/JC44_JC4f/JC6e_JC62/JC69_JC13/JC69_JC13_01,明細行文書ID,Code,2980,ibt-188,Invoice line document identifier,An identifiers for a document that the invoice line referes to.,明細行文書ID,請求書明細行が参照する文書のID,3960,/Invoice/ cac:InvoiceLine/ cac:DocumentReference[not(cbc:DocumentTypeCode='130')]/ cbc:ID,1..1,
6830,JC69_JC13_05,4,,/JC00/JC44_JC4f/JC6e_JC62/JC69_JC13/JC69_JC13_05,明細行文書タイプコード,Code,2990,ibt-189,Document type code,A code that qualifies the type of the document that is referenced.,文書タイプコード,参照する文書の種類を規定するコード,3970,/Invoice/ cac:InvoiceLine/ cac:DocumentReference[not(cbc:DocumentTypeCode='130')]/ cbc:DocumentTypeCode,0..1,
6860,JC6a_JC28,3,1,/JC00/JC44_JC4f/JC6e_JC62/JC6a_JC28,単価,,3240,IBG-29,PRICE DETAILS,A group of business terms providing information about the price applied for the goods and services invoiced on the Invoice line.,取引価格詳細,請求書明細行で請求する財又はサービスに適用される価格に係る情報を提供するビジネス用語のグループ。,4460,/Invoice/ cac:InvoiceLine/ cac:Price,1..1,
6890,JC6a_JC28_02,4,,/JC00/JC44_JC4f/JC6e_JC62/JC6a_JC28/JC6a_JC28_02,契約単価,Unit Price Amount,3250,IBT-146,Item net price,"The price of an item	 exclusive of TAX	 after subtracting item price discount.",品目単価(値引後)(税抜き),値引金額を差し引いた後の、消費税を除く品目単価。,4470,/Invoice/ cac:InvoiceLine/ cac:Price/ cbc:PriceAmount,1..1,
6891,JC2c_JC21,4,,/JC00/JC44_JC4f/JC6e_JC62/JC2c_JC21,,,3252,,,,,,4510,/Invoice/ cac:InvoiceLine/ cac:Price/ cac:AllowanceCharge[cbc:ChargeIndicator=false()],0..1,
6892,JC2c_JC21_01,5,,/JC00/JC44_JC4f/JC6e_JC62/JC2c_JC21/JC2c_JC21_01,品目単価追加請求判別子,Indicator,3255,,,,,,4520,/Invoice/ cac:InvoiceLine/ cac:Price/ cac:AllowanceCharge[cbc:ChargeIndicator=false()]/ cbc:ChargeIndicator,1..1,false
6893,JC2c_JC21_02,5,,/JC00/JC44_JC4f/JC6e_JC62/JC2c_JC21/JC2c_JC21_02,品目単価値引(税抜き),Unit Price Amount,3260,IBT-147,Item price discount,The total discount subtracted from the Item gross price to calculate the Item net price.,品目単価値引(税抜き),品目単価(値引後)(税抜き)を計算するために、品目単価(値引前)(税抜き)から差し引かれる値引。,4530,/Invoice/ cac:InvoiceLine/ cac:Price/ cac:AllowanceCharge[cbc:ChargeIndicator=false()]/ cbc:Amount,1..1,
6894,JC2c_JC21_03,5,,/JC00/JC44_JC4f/JC6e_JC62/JC2c_JC21/JC2c_JC21_03,品目単価(値引前)(税抜き),Unit Price Amount,3270,IBT-148,Item gross price,"The unit price	 exclusive of TAX	 before subtracting Item price discount.",品目単価(値引前)(税抜き),値引(税抜き)を差し引く前の、品目単価(税抜き)。,4550,/Invoice/ cac:InvoiceLine/ cac:Price/ cac:AllowanceCharge[cbc:ChargeIndicator=false()]/ cbc:BaseAmount,0..1,
6900,JC6a_JC28_03,4,,/JC00/JC44_JC4f/JC6e_JC62/JC6a_JC28/JC6a_JC28_03,単価基準数量,Quantity,3280,IBT-149,Item price base quantity,The number of item units to which the price applies.,品目単価基準数量,単価が適用される品目の数量単位での基準数。,4490,/Invoice/ cac:InvoiceLine/ cac:Price/ cbc:BaseQuantity,0..1,
6910,JC6a_JC28_04,4,,/JC00/JC44_JC4f/JC6e_JC62/JC6a_JC28/JC6a_JC28_04,数量単位コード,Code,3290,IBT-150,Item price base quantity unit of measure code,The unit of measure that applies to the Item price base quantity.,品目単価基準数量の数量単位コード,品目単価基準数量に適用される数量単位。,4500,/Invoice/ cac:InvoiceLine/ cac:Price/ cbc:BaseQuantity/@unitCode,0..1,
6920,JC64_JC6b,3,1,/JC00/JC44_JC4f/JC6e_JC62/JC64_JC6b,明細行配送,,3015,,,,,,3785,/Invoice/ cac:InvoiceLine,0..1,
6970,JC64_JC6b_04,4,,/JC00/JC44_JC4f/JC6e_JC62/JC64_JC6b/JC64_JC6b_04,請求数量,Quantity,3020,IBT-129,Invoiced quantity,The quantity of items (goods or services) that is charged in the Invoice line.,請求する数量,請求書明細行で請求する品目(財又はサービス)の数量。,3790,/Invoice/ cac:InvoiceLine/ cbc:InvoicedQuantity,1..1,
6980,JC64_JC6b_05,4,,/JC00/JC44_JC4f/JC6e_JC62/JC64_JC6b/JC64_JC6b_05,数量単位コード,Code,3030,IBT-130,Invoiced quantity unit of measure code,The unit of measure that applies to the invoiced quantity.,請求する数量の数量単位コード,請求数量に適用する数量単位コード。,3800,/Invoice/ cac:InvoiceLine/ cbc:InvoicedQuantity/@unitCode,1..1,
7020,JC6d_JC2d,3,1,/JC00/JC44_JC4f/JC6e_JC62/JC6d_JC2d,明細行税,,3300,IBG-30,LINE TAX INFORMATION,A group of business terms providing information about the TAX applicable for the goods and services invoiced on the Invoice line.,請求書明細行税情報,請求書明細行で請求する財又はサービスに適用される消費税に係る情報を提供するビジネス用語のグループ。,4350,/Invoice/ cac:InvoiceLine/ cac:Item/ cac:ClassifiedTaxCategory,1..n,
